codigo_comuna,nombre_comuna,pop_total,pop_chilean,pop_foreign,pct_foreign,median_age_chilean,median_age_foreign,mean_schooling_chilean,mean_schooling_foreign,emp_rate_chilean,emp_rate_foreign,dependency_ratio
13110,La Florida,374836,335340,36685,9.786946824744689,38.0,34.0,12.846742116528745,13.96530903502031,0.659929567368006,0.7878579385361378,0.46806252374406154
